Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2228","SAOUHSC_02470","VBIStaAur99865_2228","PATRIC.93061.5.NC_007795.CDS.2293182.2293364.rev","PATRIC","CDS",2293182,2293364,183,"-","FIG01345507","PLF_1279_00002884","PGF_03474286","YP_500938.1",60,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2229","SAOUHSC_02471","VBIStaAur99865_2229","PATRIC.93061.5.NC_007795.CDS.2293918.2295324.rev","PATRIC","CDS",2293918,2295324,1407,"-","FIG01336315","PLF_1279_00002806","PGF_12696953","YP_500939.1",468,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.191",,"VBIStaAur99865_0191","PATRIC.93061.5.NC_007795.CDS.229459.229584.rev","PATRIC","CDS",229459,229584,126,"-","FIG01108148","PLF_1279_00002156","PGF_03469450",,41,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2230","SAOUHSC_02472","VBIStaAur99865_2230","PATRIC.93061.5.NC_007795.CDS.2295453.2296589.rev","PATRIC","CDS",2295453,2296589,1137,"-","FIG00025216","PLF_1279_00002736","PGF_07592081","YP_500940.1",378,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.192","SAOUHSC_00209","VBIStaAur99865_0192","PATRIC.93061.5.NC_007795.CDS.229611.231140.rev","PATRIC","CDS",229611,231140,1530,"-","FIG00001808","PLF_1279_00001660","PGF_00950792","YP_498805.1",509,,"PTS system, N-acetylmannosamine-specific IIC component / PTS system, N-acetylmannosamine-specific IIB component",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2231","SAOUHSC_02474","VBIStaAur99865_2231","PATRIC.93061.5.NC_007795.CDS.2296639.2297382.rev","PATRIC","CDS",2296639,2297382,744,"-","FIG01108514","PLF_1279_00002811","PGF_00091739","YP_500942.1",247,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2232","SAOUHSC_02475","VBIStaAur99865_2232","PATRIC.93061.5.NC_007795.CDS.2297395.2297688.rev","PATRIC","CDS",2297395,2297688,294,"-","FIG01108101","PLF_1279_00002805","PGF_00187683","YP_500943.1",97,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2233","SAOUHSC_02476","VBIStaAur99865_2233","PATRIC.93061.5.NC_007795.CDS.2297685.2298782.rev","PATRIC","CDS",2297685,2298782,1098,"-","FIG00946155","PLF_1279_00002792","PGF_03473355","YP_500944.1",365,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2234","SAOUHSC_02477","VBIStaAur99865_2234","PATRIC.93061.5.NC_007795.CDS.2299327.2299719.rev","PATRIC","CDS",2299327,2299719,393,"-","FIG00001110","PLF_1279_00000938","PGF_00049909","YP_500946.1",130,"rpsI","SSU ribosomal protein S9p (S16e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2235","SAOUHSC_02478","VBIStaAur99865_2235","PATRIC.93061.5.NC_007795.CDS.2299739.2300176.rev","PATRIC","CDS",2299739,2300176,438,"-","FIG00000211","PLF_1279_00000812","PGF_06180597","YP_500947.1",145,"rplM","LSU ribosomal protein L13p (L13Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2236","SAOUHSC_02480","VBIStaAur99865_2236","PATRIC.93061.5.NC_007795.CDS.2300416.2301219.rev","PATRIC","CDS",2300416,2301219,804,"-","FIG00000093","PLF_1279_00000628","PGF_00413290","YP_500948.1",267,"truA","tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)","GO:0009982|pseudouridine synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2237","SAOUHSC_02481","VBIStaAur99865_2237","PATRIC.93061.5.NC_007795.CDS.2301224.2302030.rev","PATRIC","CDS",2301224,2302030,807,"-","FIG00024851","PLF_1279_00000726","PGF_02366581","YP_500949.1",268,,"Transmembrane component of general energizing module of ECF transporters",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2238","SAOUHSC_02482","VBIStaAur99865_2238","PATRIC.93061.5.NC_007795.CDS.2302020.2302880.rev","PATRIC","CDS",2302020,2302880,861,"-","FIG00013638","PLF_1279_00001360","PGF_00843068","YP_500950.1",286,"cbiO","ATPase component of general energizing module of ECF transporters",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2239","SAOUHSC_02483","VBIStaAur99865_2239","PATRIC.93061.5.NC_007795.CDS.2302877.2303686.rev","PATRIC","CDS",2302877,2303686,810,"-","FIG00013638","PLF_1279_00001278","PGF_00843068","YP_500951.1",269,"cbiO","ATPase component of general energizing module of ECF transporters",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2240","SAOUHSC_02484","VBIStaAur99865_2240","PATRIC.93061.5.NC_007795.CDS.2304224.2304592.rev","PATRIC","CDS",2304224,2304592,369,"-","FIG00000154","PLF_1279_00000512","PGF_00016346","YP_500952.1",122,"rplQ","LSU ribosomal protein L17p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2241","SAOUHSC_02485","VBIStaAur99865_2241","PATRIC.93061.5.NC_007795.CDS.2304609.2305553.rev","PATRIC","CDS",2304609,2305553,945,"-","FIG00000140","PLF_1279_00000582","PGF_00422271","YP_500953.1",314,,"DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)","GO:0003899|DNA-directed RNA polymerase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2242","SAOUHSC_02486","VBIStaAur99865_2242","PATRIC.93061.5.NC_007795.CDS.2305628.2306017.rev","PATRIC","CDS",2305628,2306017,390,"-","FIG00055673","PLF_1279_00000775","PGF_00049837","YP_500954.1",129,,"SSU ribosomal protein S11p (S14e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2243","SAOUHSC_02487","VBIStaAur99865_2243","PATRIC.93061.5.NC_007795.CDS.2306041.2306406.rev","PATRIC","CDS",2306041,2306406,366,"-","FIG00000160","PLF_1279_00000828","PGF_00049840","YP_500955.1",121,"rpsM","SSU ribosomal protein S13p (S18e)","GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2244","SAOUHSC_02488","VBIStaAur99865_2244","PATRIC.93061.5.NC_007795.CDS.2306429.2306542.rev","PATRIC","CDS",2306429,2306542,114,"-","FIG00000229","PLF_1279_00000513","PGF_00016424","YP_500956.1",37,"rpmJ","LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2245","SAOUHSC_02489","VBIStaAur99865_2245","PATRIC.93061.5.NC_007795.CDS.2306574.2306792.rev","PATRIC","CDS",2306574,2306792,219,"-","FIG00000143","PLF_1279_00000482","PGF_00060431","YP_500957.1",72,"infA","Translation initiation factor 1","GO:0003723|RNA binding;GO:0003743|translation initiation factor activity;GO:0006413|translational initiation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2246","SAOUHSC_02490","VBIStaAur99865_2246","PATRIC.93061.5.NC_007795.CDS.2306985.2307632.rev","PATRIC","CDS",2306985,2307632,648,"-","FIG00000089","PLF_1279_00000226","PGF_04244475","YP_500958.1",215,"adk","Adenylate kinase (EC 2.7.4.3)","GO:0004017|adenylate kinase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2247","SAOUHSC_02491","VBIStaAur99865_2247","PATRIC.93061.5.NC_007795.CDS.2307649.2308941.rev","PATRIC","CDS",2307649,2308941,1293,"-","FIG00937056","PLF_1279_00000432","PGF_05581732","YP_500959.1",430,"secY","Protein translocase subunit SecY",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2248","SAOUHSC_02492","VBIStaAur99865_2248","PATRIC.93061.5.NC_007795.CDS.2308941.2309381.rev","PATRIC","CDS",2308941,2309381,441,"-","FIG00000166","PLF_1279_00000861","PGF_00016342","YP_500960.1",146,"rplO","LSU ribosomal protein L15p (L27Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2249","SAOUHSC_02493","VBIStaAur99865_2249","PATRIC.93061.5.NC_007795.CDS.2309398.2309577.rev","PATRIC","CDS",2309398,2309577,180,"-","FIG00000409","PLF_1279_00000601","PGF_00016395","YP_500961.1",59,"rpmD","LSU ribosomal protein L30p (L7e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2250","SAOUHSC_02494","VBIStaAur99865_2250","PATRIC.93061.5.NC_007795.CDS.2309594.2310094.rev","PATRIC","CDS",2309594,2310094,501,"-","FIG00000155","PLF_1279_00000613","PGF_00049896","YP_500962.1",166,"rpsE","SSU ribosomal protein S5p (S2e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2251","SAOUHSC_02495","VBIStaAur99865_2251","PATRIC.93061.5.NC_007795.CDS.2310115.2310474.rev","PATRIC","CDS",2310115,2310474,360,"-","FIG00000200","PLF_1279_00000758","PGF_00016353","YP_500963.1",119,"rplR","LSU ribosomal protein L18p (L5e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2252","SAOUHSC_02496","VBIStaAur99865_2252","PATRIC.93061.5.NC_007795.CDS.2310505.2311041.rev","PATRIC","CDS",2310505,2311041,537,"-","FIG00001577","PLF_1279_00000469","PGF_00016444","YP_500964.1",178,"rplF","LSU ribosomal protein L6p (L9e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2253","SAOUHSC_02498","VBIStaAur99865_2253","PATRIC.93061.5.NC_007795.CDS.2311066.2311464.rev","PATRIC","CDS",2311066,2311464,399,"-","FIG00000153","PLF_1279_00000357","PGF_00049906","YP_500965.1",132,"rpsH","SSU ribosomal protein S8p (S15Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2254","SAOUHSC_02499","VBIStaAur99865_2254","PATRIC.93061.5.NC_007795.CDS.2311496.2311681.rev","PATRIC","CDS",2311496,2311681,186,"-","FIG01306462","PLF_1279_00001132","PGF_00049842","YP_500966.2",61,"rpsN","SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2255","SAOUHSC_02500","VBIStaAur99865_2255","PATRIC.93061.5.NC_007795.CDS.2311704.2312243.rev","PATRIC","CDS",2311704,2312243,540,"-","FIG00000174","PLF_1279_00000557","PGF_00016443","YP_500967.1",179,"rplE","LSU ribosomal protein L5p (L11e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2256","SAOUHSC_02501","VBIStaAur99865_2256","PATRIC.93061.5.NC_007795.CDS.2312270.2312587.rev","PATRIC","CDS",2312270,2312587,318,"-","FIG00000198","PLF_1279_00000651","PGF_00016377","YP_500968.1",105,"rplX","LSU ribosomal protein L24p (L26e)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2257","SAOUHSC_02502","VBIStaAur99865_2257","PATRIC.93061.5.NC_007795.CDS.2312623.2312991.rev","PATRIC","CDS",2312623,2312991,369,"-","FIG00090781","PLF_1279_00000386","PGF_00016340","YP_500969.1",122,"rplN","LSU ribosomal protein L14p (L23e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2258","SAOUHSC_02503","VBIStaAur99865_2258","PATRIC.93061.5.NC_007795.CDS.2313023.2313286.rev","PATRIC","CDS",2313023,2313286,264,"-","FIG00000181","PLF_1279_00088512","PGF_00049854","YP_500970.1",87,"rpsQ","SSU ribosomal protein S17p (S11e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2259","SAOUHSC_02504","VBIStaAur99865_2259","PATRIC.93061.5.NC_007795.CDS.2313310.2313519.rev","PATRIC","CDS",2313310,2313519,210,"-","FIG00015729","PLF_1279_00000468","PGF_02899131","YP_500971.1",69,,"LSU ribosomal protein L29p (L35e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2260","SAOUHSC_02505","VBIStaAur99865_2260","PATRIC.93061.5.NC_007795.CDS.2313509.2313943.rev","PATRIC","CDS",2313509,2313943,435,"-","FIG00001132","PLF_1279_00000352","PGF_00016343","YP_500972.1",144,"rplP","LSU ribosomal protein L16p (L10e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2261","SAOUHSC_02506","VBIStaAur99865_2261","PATRIC.93061.5.NC_007795.CDS.2313946.2314599.rev","PATRIC","CDS",2313946,2314599,654,"-","FIG00000218","PLF_1279_00000830","PGF_00049889","YP_500973.1",217,"rpsC","SSU ribosomal protein S3p (S3e)","GO:0003676|nucleic acid binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2262","SAOUHSC_02507","VBIStaAur99865_2262","PATRIC.93061.5.NC_007795.CDS.2314623.2314976.rev","PATRIC","CDS",2314623,2314976,354,"-","FIG00000219","PLF_1279_00088157","PGF_00016368","YP_500974.1",117,"rplV","LSU ribosomal protein L22p (L17e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2263","SAOUHSC_02508","VBIStaAur99865_2263","PATRIC.93061.5.NC_007795.CDS.2315005.2315283.rev","PATRIC","CDS",2315005,2315283,279,"-","FIG00000199","PLF_1279_00000871","PGF_00049860","YP_500975.1",92,"rpsS","SSU ribosomal protein S19p (S15e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.193","SAOUHSC_00211","VBIStaAur99865_0193","PATRIC.93061.5.NC_007795.CDS.231502.232437.fwd","PATRIC","CDS",231502,232437,936,"+","FIG00000527","PLF_1279_00001150","PGF_00045929","YP_498806.1",311,,"Pyrimidine-specific ribonucleoside hydrolase RihB (EC 3.2.2.8)","GO:0050263|ribosylpyrimidine nucleosidase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2264","SAOUHSC_02509","VBIStaAur99865_2264","PATRIC.93061.5.NC_007795.CDS.2315350.2316183.rev","PATRIC","CDS",2315350,2316183,834,"-","FIG00000223","PLF_1279_00000167","PGF_00016393","YP_500976.1",277,"rplB","LSU ribosomal protein L2p (L8e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2265","SAOUHSC_02510","VBIStaAur99865_2265","PATRIC.93061.5.NC_007795.CDS.2316216.2316491.rev","PATRIC","CDS",2316216,2316491,276,"-","FIG00000271","PLF_1279_00000926","PGF_03990071","YP_500977.1",91,"rplW","LSU ribosomal protein L23p (L23Ae)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2266","SAOUHSC_02511","VBIStaAur99865_2266","PATRIC.93061.5.NC_007795.CDS.2316491.2317114.rev","PATRIC","CDS",2316491,2317114,624,"-","FIG00000263","PLF_1279_00000927","PGF_04512522","YP_500978.1",207,"rplD","LSU ribosomal protein L4p (L1e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2267","SAOUHSC_02512","VBIStaAur99865_2267","PATRIC.93061.5.NC_007795.CDS.2317141.2317803.rev","PATRIC","CDS",2317141,2317803,663,"-","FIG00001818","PLF_1279_00000388","PGF_00016431","YP_500979.1",220,"rplC","LSU ribosomal protein L3p (L3e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2268",,"VBIStaAur99865_2268","PATRIC.93061.5.NC_007795.CDS.2317831.2318139.rev","PATRIC","CDS",2317831,2318139,309,"-","FIG00001107","PLF_1279_00000152","PGF_00049828",,102,,"SSU ribosomal protein S10p (S20e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2269","SAOUHSC_02515","VBIStaAur99865_2269","PATRIC.93061.5.NC_007795.CDS.2318496.2318885.fwd","PATRIC","CDS",2318496,2318885,390,"+","FIG01330793","PLF_1279_00004151","PGF_00013232","YP_500980.1",129,,"Hypothetical protein SAV2252",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2270","SAOUHSC_02516","VBIStaAur99865_2270","PATRIC.93061.5.NC_007795.CDS.2319077.2320411.rev","PATRIC","CDS",2319077,2320411,1335,"-","FIG01304502","PLF_1279_00001040","PGF_00013494","YP_500981.1",444,,"Hypoxanthine/guanine permease PbuG",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2271","SAOUHSC_02517","VBIStaAur99865_2271","PATRIC.93061.5.NC_007795.CDS.2320524.2322659.rev","PATRIC","CDS",2320524,2322659,2136,"-","FIG00000578","PLF_1279_00000116","PGF_10013075","YP_500982.1",711,,"DNA topoisomerase III (EC 5.99.1.2)","GO:0003917|DNA topoisomerase type I activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2272","SAOUHSC_02519","VBIStaAur99865_2272","PATRIC.93061.5.NC_007795.CDS.2322846.2323733.fwd","PATRIC","CDS",2322846,2323733,888,"+","FIG01310832","PLF_1279_00001523","PGF_00028018","YP_500984.1",295,,"Acetyltransferase, GNAT family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2273","SAOUHSC_02520","VBIStaAur99865_2273","PATRIC.93061.5.NC_007795.CDS.2323914.2324777.fwd","PATRIC","CDS",2323914,2324777,864,"+","FIG01312801","PLF_1279_00001063","PGF_00071610","YP_500985.1",287,,"Glucose:proton symporter GlcU",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2274","SAOUHSC_02521","VBIStaAur99865_2274","PATRIC.93061.5.NC_007795.CDS.2324894.2325025.rev","PATRIC","CDS",2324894,2325025,132,"-","FIG01107986","PLF_1279_00154305","PGF_12840373","YP_500986.1",43,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2275","SAOUHSC_02522","VBIStaAur99865_2275","PATRIC.93061.5.NC_007795.CDS.2325196.2326122.rev","PATRIC","CDS",2325196,2326122,927,"-","FIG00450284","PLF_1279_00000312","PGF_02081147","YP_500987.1",308,,"Auxin efflux carrier family protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2276","SAOUHSC_02523","VBIStaAur99865_2276","PATRIC.93061.5.NC_007795.CDS.2326237.2326401.fwd","PATRIC","CDS",2326237,2326401,165,"+","FIG01315478","PLF_1279_00001531","PGF_00013233","YP_500988.1",54,,"Hypothetical protein SAV2259",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.2277","SAOUHSC_02524","VBIStaAur99865_2277","PATRIC.93061.5.NC_007795.CDS.2326646.2326963.fwd","PATRIC","CDS",2326646,2326963,318,"+","FIG01307748","PLF_1279_00001514","PGF_00013234","YP_500989.1",105,,"Hypothetical protein SAV2260",
